title,average_rating,rating_count,scaled_rating
Beverly Hills Cop III (1994),2.7203389830508473,59,0.23083394299057636
Big (1988),3.71978021978022,91,0.6807337961184117
Big Fish (2003),3.8333333333333335,69,0.7318498870223009
"Big Lebowski, The (1998)",3.9245283018867925,106,0.772901428073842
"Birdcage, The (1996)",3.494186046511628,86,0.5791822674340719
Blade (1998),3.3620689655172415,58,0.519709580946204
Blade Runner (1982),4.100806451612903,124,0.8522532806459391
"Blair Witch Project, The (1999)",2.796875,64,0.26528673673070213
Blazing Saddles (1974),3.935483870967742,62,0.7778330926273085
Blood Diamond (2006),3.7641509433962264,53,0.7007073386383731
Blow (2001),3.8137254901960786,51,0.72302338935199
"Blues Brothers, The (1980)",3.8095238095238093,84,0.7211319969940659
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),3.3461538461538463,65,0.5125453679830339
"Bourne Identity, The (2002)",3.8169642857142856,112,0.7244813376278894
"Bourne Supremacy, The (2004)",3.7866666666666666,75,0.7108428225669605
"Bourne Ultimatum, The (2007)",3.697530864197531,81,0.6707182179723687
Bowling for Columbine (2002),3.7758620689655173,58,0.7059791179886306
Braveheart (1995),4.031645569620253,237,0.8211204140929154
Brazil (1985),4.177966101694915,59,0.8869868037021749
"Breakfast Club, The (1985)",3.7787610619469025,113,0.7072841036832493
Bridget Jones's Diary (2001),3.623076923076923,65,0.6372026735421961
Broken Arrow (1996),3.0238095238095237,84,0.3674416260623157
Bruce Almighty (2003),3.316901408450704,71,0.4993773427479109
"Bug's Life, A (1998)",3.516304347826087,92,0.5891388513202607
Butch Cassidy and the Sundance Kid (1969),3.943548387096774,62,0.781463345701388
"Cable Guy, The (1996)",2.8055555555555554,54,0.26919430080349604
Caddyshack (1980),3.826923076923077,52,0.7289643012454685
Casablanca (1942),4.24,100,0.9149114487045524
Casino (1995),3.926829268292683,82,0.7739372112795158
Casino Royale (2006),3.9444444444444446,81,0.7818667071540637
Casper (1995),2.806451612903226,62,0.26959766225617177
Cast Away (2000),3.7,100,0.6718297028641858
Catch Me If You Can (2002),3.9217391304347826,115,0.7716458786923555
Charlie and the Chocolate Factory (2005),3.0,61,0.3567237360340809
Charlie's Angels (2000),2.7222222222222223,72,0.23168168570467418
Chasing Amy (1997),3.576923076923077,52,0.6164264559490025
Chicken Run (2000),3.551282051282051,78,0.6048841128416724
Children of Men (2006),3.9453125,64,0.7822574635613428
Chinatown (1974),4.211864406779661,59,0.902246172555933
"Christmas Story, A (1983)",3.9727272727272727,55,0.7945982613694214
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",3.443548387096774,62,0.5563876551084559
Citizen Kane (1941),4.043478260869565,69,0.826446916401939
City Slickers II: The Legend of Curly's Gold (1994),2.6454545454545455,55,0.19712460997727455
City of God (Cidade de Deus) (2002),4.1466666666666665,75,0.8728973197938714
Clear and Present Danger (1994),3.6045454545454545,110,0.6288607073873531
Clerks (1994),3.855769230769231,104,0.7419494372412145
"Client, The (1994)",3.3859649122807016,57,0.5304663743865194
Cliffhanger (1993),3.0346534653465347,101,0.3723230413226999
"Clockwork Orange, A (1971)",3.995833333333333,120,0.8049994864650036
Close Encounters of the Third Kind (1977),3.7416666666666667,60,0.6905860104135966
Clueless (1995),3.293269230769231,104,0.4887392853241661
Con Air (1997),3.0338983050847457,59,0.37198310488783903
Coneheads (1993),2.4206349206349205,63,0.09592174534703268
Congo (1995),2.8771929824561404,57,0.3014419874673959
Contact (1997),3.652439024390244,82,0.6504200640029068
Cool Hand Luke (1967),4.271929824561403,57,0.9292847033318903
Crimson Tide (1995),3.6359223300970873,103,0.6429850512542177
Crocodile Dundee (1986),3.175438596491228,57,0.43569766255791675
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",3.8363636363636364,110,0.7332139821168036
"Crow, The (1994)",3.609375,64,0.6310347339442168
Dances with Wolves (1990),3.8353658536585367,164,0.7327648288539794
"Dark Knight Rises, The (2012)",3.9934210526315788,76,0.8039135949753009
"Dark Knight, The (2008)",4.238255033557047,149,0.9141259496501337
Dave (1993),3.5460526315789473,76,0.6025300823395197
Dead Man Walking (1995),3.8358208955223883,67,0.7329696665774896
Dead Poets Society (1989),3.9593023255813953,86,0.7885550028693573
Deadpool (2016),3.8333333333333335,54,0.7318498870223009
Demolition Man (1993),3.0925925925925926,81,0.3984044194772165
"Departed, The (2006)",4.252336448598131,107,0.9204647180799292
Desperado (1995),3.5606060606060606,66,0.6090813285170653
Die Hard (1988),3.8620689655172415,145,0.7447852715391361
Die Hard 2 (1990),3.4044117647058822,68,0.5387702504842464
Die Hard: With a Vengeance (1995),3.5555555555555554,144,0.6068078366928942
Disclosure (1994),3.5384615384615383,52,0.5991129412880076
District 9 (2009),3.776923076923077,65,0.7064567321861752
Django Unchained (2012),3.943661971830986,71,0.781514476026375
Dogma (1999),3.6455696202531644,79,0.6473277922426766
Donnie Brasco (1997),3.7403846153846154,52,0.6900088932582302
Donnie Darko (2001),3.981651376146789,109,0.7986154588495622
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.268041237113402,97,0.9275342503213104
Dragonheart (1996),3.0923076923076924,65,0.3982761712204683
Dumb & Dumber (Dumb and Dumber) (1994),3.0601503759398496,133,0.3838005108422531
E.T. the Extra-Terrestrial (1982),3.7663934426229506,122,0.7017168027625913
Ed Wood (1994),3.6785714285714284,70,0.6621836018387741
Edward Scissorhands (1990),3.7,80,0.6718297028641858
Election (1999),3.6607142857142856,56,0.654145184317598
Enemy of the State (1998),3.4925373134328357,67,0.5784400879614466
Eraser (1996),3.109375,64,0.40595904335128474
Erin Brockovich (2000),3.5285714285714285,70,0.5946608946608947
Eternal Sunshine of the Spotless Mind (2004),4.1603053435114505,131,0.8790367890130988
"Exorcist, The (1973)",3.80188679245283,53,0.7176941832114245
Eyes Wide Shut (1999),3.4622641509433962,53,0.5648125820539613
Face/Off (1997),3.3701298701298703,77,0.5233382082911864
Fantasia (1940),3.7830188679245285,53,0.7092007609248989
Fargo (1996),4.116022099447513,181,0.8591026255343266
Ferris Bueller's Day Off (1986),3.8394495412844036,109,0.7346031064790952
"Few Good Men, A (1992)",3.789473684210526,57,0.7121064053913417
Field of Dreams (1989),3.517857142857143,56,0.5898378441481891
"Fifth Element, The (1997)",3.7456896551724137,116,0.6923969642459535
Fight Club (1999),4.272935779816514,218,0.9297375354793895
Finding Nemo (2003),3.9609929078014185,141,0.7893160207907091
"Firm, The (1993)",3.5346534653465347,101,0.597398731915632
First Knight (1995),3.0833333333333335,54,0.394236351132903
"Fish Called Wanda, A (1988)",3.9225352112676055,71,0.7720042355787864
Forrest Gump (1994),4.164133738601824,329,0.8807601463507555
Four Weddings and a Funeral (1994),3.5194174757281553,103,0.590540230145185
From Dusk Till Dawn (1996),3.5090909090909093,55,0.5858917119105207
"Fugitive, The (1993)",3.9921052631578946,190,0.8033212905263722
Full Metal Jacket (1987),4.098039215686274,102,0.8510076055714999
"Full Monty, The (1997)",3.7589285714285716,56,0.698356480684067
Galaxy Quest (1999),3.58,75,0.617811537121882
"Game, The (1997)",3.7012987012987013,77,0.6724143150475439
Gangs of New York (2002),3.518181818181818,55,0.5899839971940286
Gattaca (1997),3.953488372093023,86,0.7859378436764162
Get Shorty (1995),3.49438202247191,89,0.579270486283272
Ghost (1990),3.4347826086956523,115,0.5524417278540219
Ghostbusters (a.k.a. Ghost Busters) (1984),3.775,120,0.7055910564531254
Gladiator (2000),3.9382352941176473,170,0.7790716495584651
"Godfather, The (1972)",4.2890625,192,0.9369970008439836
"Godfather: Part II, The (1974)",4.25968992248062,129,0.9237748945046458
GoldenEye (1995),3.496212121212121,132,0.5800943077588845
Goldfinger (1964),3.839622641509434,53,0.734681027784476
Gone in 60 Seconds (2000),3.221311475409836,61,0.4563474023620999
Good Will Hunting (1997),4.078014184397163,141,0.8419933100784165
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.145833333333333,72,0.8725221936428833
Goodfellas (1990),4.25,126,0.9194129625164109
"Goonies, The (1985)",3.5701754385964914,57,0.6133889972365474
"Graduate, The (1967)",4.063291139240507,79,0.8353657109658859
"Grand Budapest Hotel, The (2014)",3.7788461538461537,52,0.7073224079192248
Grease (1978),3.139705882352941,68,0.4196125319350472
"Green Mile, The (1999)",4.148648648648648,111,0.8737895117205461
Grosse Pointe Blank (1997),3.610169491525424,59,0.6313923754017268
Groundhog Day (1993),3.944055944055944,143,0.7816918231675889
Grumpier Old Men (1995),3.2596153846153846,52,0.47358995999579556
Guardians of the Galaxy (2014),4.0508474576271185,59,0.829764170500582
"Hangover, The (2009)",3.6315789473684212,76,0.6410298715198899
Happy Gilmore (1996),3.4393939393939394,99,0.5545175247369605
Harry Potter and the Chamber of Secrets (2002),3.5980392156862746,102,0.6259319149785683
Harry Potter and the Goblet of Fire (2005),3.816901408450704,71,0.724453033340843
Harry Potter and the Half-Blood Prince (2009),3.8879310344827585,58,0.7564271176042876
Harry Potter and the Order of the Phoenix (2007),3.8620689655172415,58,0.7447852715391361
Harry Potter and the Prisoner of Azkaban (2004),3.913978494623656,93,0.7681524177630963
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),3.7616822429906542,107,0.6995960497410707
Heat (1995),3.946078431372549,102,0.7826022486265896
High Fidelity (2000),3.6666666666666665,75,0.6568246568246567
Home Alone (1990),2.9956896551724137,116,0.35478342835655563
"Honey, I Shrunk the Kids (1989)",2.7573529411764706,68,0.24749582736398157
Hook (1991),3.358490566037736,53,0.5180987594780699
Hot Fuzz (2007),4.0,61,0.8068751172199449
Hot Shots! Part Deux (1993),2.8666666666666667,60,0.29670355187596575
How to Train Your Dragon (2010),3.943396226415094,53,0.7813948503603676
"Hunt for Red October, The (1990)",3.8722222222222222,90,0.7493557740684178
I Am Legend (2007),3.4838709677419355,62,0.5745389204788538
"I, Robot (2004)",3.4918032786885247,61,0.5781096612074565
Ice Age (2002),3.6882352941176473,85,0.666533804261999
In the Line of Fire (1993),3.692857142857143,70,0.6686143358557153
Inception (2010),4.066433566433567,143,0.8367802789071177
"Incredibles, The (2004)",3.836,125,0.733050290705463
Independence Day (a.k.a. ID4) (1996),3.4455445544554455,202,0.55728623260204
Indiana Jones and the Last Crusade (1989),4.046428571428572,140,0.827775002775003
Indiana Jones and the Temple of Doom (1984),3.638888888888889,108,0.6443204517917163
Inglourious Basterds (2009),4.136363636363637,88,0.8682593964725629
Interstellar (2014),3.993150684931507,73,0.8037918885816857
Interview with the Vampire: The Vampire Chronicles (1994),3.458715596330275,109,0.5632151952936515
Iron Man (2008),3.824468085106383,94,0.7278591832883836
It's a Wonderful Life (1946),4.0344827586206895,58,0.822397578640147
"Italian Job, The (2003)",3.6186440677966103,59,0.6352072176151662
Jaws (1975),4.0054945054945055,91,0.8093484764572298
Jerry Maguire (1996),3.5941176470588236,85,0.624166615444506
Johnny Mnemonic (1995),2.6792452830188678,53,0.21233555716314334
Judge Dredd (1995),2.6693548387096775,62,0.2078833599968195
Jumanji (1995),3.4318181818181817,110,0.5511072870007039
"Jungle Book, The (1967)",3.830188679245283,53,0.730434316641213
Juno (2007),3.769230769230769,65,0.7029940292539762
Jurassic Park (1993),3.75,238,0.6943372719234788
Kill Bill: Vol. 1 (2003),3.9618320610687023,131,0.7896937667930035
Kill Bill: Vol. 2 (2004),3.868181818181818,110,0.747536980609081
"King's Speech, The (2010)",4.043103448275862,58,0.8262781939951978
Knocked Up (2007),3.6538461538461537,52,0.6510534852709919
Kung Fu Panda (2008),3.4444444444444446,54,0.5567910165611316
L.A. Confidential (1997),4.061855670103093,97,0.834719532551029
Lady and the Tramp (1955),3.4,55,0.5367842885084264
Last Action Hero (1993),2.9339622641509435,53,0.32699675803124095
"Last Samurai, The (2003)",3.903225806451613,62,0.7633120803309903
Leaving Las Vegas (1995),3.625,76,0.6380683492752459
Legally Blonde (2001),3.15625,64,0.4270598893443722
Legends of the Fall (1994),3.3970588235294117,68,0.5354603138578797
Lethal Weapon (1987),3.6733333333333333,75,0.6598256660325625
Liar Liar (1997),3.0337837837837838,74,0.37193155296603564
Life Is Beautiful (La Vita è bella) (1997),4.1477272727272725,88,0.8733747530769473
"Lion King, The (1994)",3.941860465116279,172,0.7807035252905341
"Little Mermaid, The (1989)",3.425373134328358,67,0.5482060399713513
Little Miss Sunshine (2006),3.883116883116883,77,0.754260020717701
"Lock, Stock & Two Smoking Barrels (1998)",4.052238805970149,67,0.8303904878789079
"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,198,0.8546184455275367
"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,185,0.8604066328204258
"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,188,0.8164528061813461
"Lost World: Jurassic Park, The (1997)",2.753731343283582,67,0.24586556007039806
Lost in Translation (2003),4.033783783783784,74,0.8220829341519
Love Actually (2003),3.788135593220339,59,0.7115040618839568
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.018796992481203,133,0.8153366093474987
Magnolia (1999),3.7115384615384617,52,0.6770237572624842
Mars Attacks! (1996),3.0930232558139537,86,0.3985982831211381
Mary Poppins (1964),3.887323943661972,71,0.7561538348328054
"Mask of Zorro, The (1998)",3.1,60,0.4017388741526673
"Mask, The (1994)",3.1847133757961785,157,0.4398727172722341
"Matrix Reloaded, The (2003)",3.3541666666666665,96,0.5161523502040744
"Matrix Revolutions, The (2003)",3.151898734177215,79,0.4251011610243387
"Matrix, The (1999)",4.192446043165468,278,0.8935049693546346
Maverick (1994),3.5,74,0.5817994266270128
Meet the Parents (2000),3.4175824175824174,91,0.5446990380677383
Memento (2000),4.122641509433962,159,0.8620823620823621
Men in Black (a.k.a. MIB) (1997),3.487878787878788,165,0.5763430462490025
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),2.959016393442623,61,0.3382749089362995
Million Dollar Baby (2004),3.8461538461538463,52,0.7376210585759659
Minority Report (2002),3.6375,120,0.6436952415400692
Miss Congeniality (2000),3.0546875,64,0.3813413896926827
Mission: Impossible (1996),3.537037037037037,162,0.5984717000042672
Mission: Impossible II (2000),2.7142857142857144,77,0.22810905569526274
"Monsters, Inc. (2001)",3.871212121212121,132,0.7489010757035834
Monty Python and the Holy Grail (1975),4.161764705882353,136,0.8796937230000113
Monty Python's Life of Brian (1979),3.9269662921348316,89,0.7739988927513144
Moulin Rouge (2001),3.590909090909091,55,0.6227222794620915
Mr. & Mrs. Smith (2005),3.2796610169491527,59,0.48261352907758526
Mr. Holland's Opus (1995),3.70625,80,0.6746431489965972
Mrs. Doubtfire (1993),3.388888888888889,144,0.5317826064952502
Mulholland Drive (2001),3.843137254901961,51,0.7362631358574565
"Mummy, The (1999)",3.1206896551724137,87,0.41105235100478854
My Big Fat Greek Wedding (2002),3.2666666666666666,60,0.47676410435031125
My Cousin Vinny (1992),3.26271186440678,59,0.4749838446507062
Mystic River (2003),3.7115384615384617,52,0.6770237572624842
Naked Gun 33 1/3: The Final Insult (1994),3.060344827586207,58,0.38388804351943473
Natural Born Killers (1994),3.233695652173913,92,0.4619221566372991
"Net, The (1995)",3.0401785714285716,112,0.37481017545672723
"Nightmare Before Christmas, The (1993)",3.553763440860215,93,0.6060011137875432
No Country for Old Men (2007),3.8984375,64,0.7611566175682556
North by Northwest (1959),4.184210526315789,57,0.8897977400699724
Notting Hill (1999),3.455357142857143,56,0.5617033828240725
"Nutty Professor, The (1996)",2.731707317073171,82,0.23595141425250765
"O Brother, Where Art Thou? (2000)",3.8085106382978724,94,0.7206759165673327
Ocean's Eleven (2001),3.8445378151260505,119,0.7368935999767643
Office Space (1999),4.090425531914893,94,0.8475802953059004
One Flew Over the Cuckoo's Nest (1975),4.203007518796992,133,0.8982592321975262
"Others, The (2001)",3.6272727272727274,55,0.6390914205961229
Outbreak (1995),3.4257425742574257,101,0.5483723438656862
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",3.814814814814815,81,0.7235137503336737
"Patriot, The (2000)",3.448529411764706,68,0.5586298702424464
Philadelphia (1993),3.6136363636363638,66,0.632952992670861
"Piano, The (1993)",3.540983606557377,61,0.6002482537247942
Pinocchio (1940),3.45,60,0.5592918575677197
Pirates of the Caribbean: At World's End (2007),3.4375,56,0.5536649653028964
Pirates of the Caribbean: Dead Man's Chest (2006),3.5069444444444446,72,0.5849254778852482
Pirates of the Caribbean: The Curse of the Black Pearl (2003),3.778523489932886,149,0.7071771603130086
Planet of the Apes (1968),3.8035714285714284,56,0.7184525244870072
Platoon (1986),3.984126984126984,63,0.7997298572011216
Pleasantville (1998),3.4836065573770494,61,0.5744198957879005
Pocahontas (1995),3.1470588235294117,68,0.4229224685614137
Predator (1987),3.581967213114754,61,0.6186970808225754
"Prestige, The (2006)",4.0055555555555555,90,0.809375958226533
Pretty Woman (1990),3.4851851851851854,135,0.5751305172761112
"Princess Bride, The (1987)",4.232394366197183,142,0.9114877621434203
Psycho (1960),4.036144578313253,83,0.8231456490700362
Pulp Fiction (1994),4.197068403908795,307,0.8955857314275828
Quiz Show (1994),3.5185185185185186,81,0.59013556331564
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2075,200,0.9002815288160115
Rain Man (1988),3.8072916666666665,96,0.720127194803919
Raising Arizona (1987),3.9913793103448274,58,0.8029945018648943
Ratatouille (2007),3.8680555555555554,72,0.7474801433134766
Rear Window (1954),4.261904761904762,84,0.9247719075305283
Requiem for a Dream (2000),3.921875,96,0.7717070405647992
Reservoir Dogs (1992),4.202290076335878,131,0.8979362744827342
Robin Hood: Men in Tights (1993),3.130434782608696,69,0.4154391335800631
RoboCop (1987),3.3714285714285714,70,0.5239228204745447
"Rock, The (1996)",3.6404958677685952,121,0.6450438355539525
Rocky (1976),3.828125,64,0.7295053485786245
"Rocky Horror Picture Show, The (1975)",3.3412698412698414,63,0.5103468264387805
Romancing the Stone (1984),3.4537037037037037,54,0.5609590849054451
"Royal Tenenbaums, The (2001)",3.6838235294117645,68,0.664547842286179
Run Lola Run (Lola rennt) (1998),4.0,75,0.8068751172199449
Rushmore (1998),3.544642857142857,56,0.6018954704299533
Sabrina (1995),3.185185185185185,54,0.44008510292035186
"Santa Clause, The (1994)",3.2037037037037037,81,0.44842123960897906
Saving Private Ryan (1998),4.1462765957446805,188,0.872721728829579
Scarface (1983),3.9328358208955225,67,0.7766410692298495
Schindler's List (1993),4.225,220,0.9081591779867642
School of Rock (2003),3.4015151515151514,66,0.5374663360556777
Scream (1996),3.2,70,0.44675401227125366
Sense and Sensibility (1995),3.7761194029850746,67,0.7060949572529605
Seven (a.k.a. Se7en) (1995),3.9753694581280787,203,0.7957876447769432
Shakespeare in Love (1998),3.777173913043478,92,0.7065696464122251
Shaun of the Dead (2004),4.0064935064935066,77,0.8097981781367363
"Shawshank Redemption, The (1994)",4.429022082018927,317,1.0
Sherlock Holmes (2009),3.853448275862069,58,0.7409046561840855
"Shining, The (1980)",4.08256880733945,109,0.8440435798866677
Shrek (2001),3.8676470588235294,170,0.7472962579453453
Shrek 2 (2004),3.5760869565217392,92,0.6160500751955025
Shutter Island (2010),4.022388059701493,67,0.8169531332166435
Signs (2002),3.1666666666666665,63,0.4317489662317249
"Silence of the Lambs, The (1991)",4.161290322580645,279,0.8794801787015358
Sin City (2005),3.857142857142857,84,0.7425677770505357
"Sixth Sense, The (1999)",3.893854748603352,179,0.7590936856974229
Sleepless in Seattle (1993),3.4716981132075473,106,0.5690592931972243
Sleepy Hollow (1999),3.475806451612903,62,0.5709086674047741
Slumdog Millionaire (2008),3.8098591549295775,71,0.7212829531916467
Snatch (2000),4.155913978494624,93,0.8770600099854828
Snow White and the Seven Dwarfs (1937),3.616883116883117,77,0.6344145231292568
"Social Network, The (2010)",3.8859649122807016,57,0.7555420649794515
"Sound of Music, The (1965)",3.9375,64,0.7787406558958283
"South Park: Bigger, Longer and Uncut (1999)",3.861842105263158,76,0.7446831500824243
Space Jam (1996),2.707547169811321,53,0.2250756905929321
Spaceballs (1987),3.483050847457627,59,0.5741697422001337
Speed (1994),3.5292397660818713,171,0.5949617477143188
Spider-Man (2002),3.540983606557377,122,0.6002482537247942
Spider-Man 2 (2004),3.8037974683544302,79,0.7185542766075284
Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.155172413793103,87,0.8767261936108548
Splash (1984),3.1176470588235294,51,0.40968272205594713
Stand by Me (1986),4.0054945054945055,91,0.8093484764572298
Star Trek (2009),3.864406779661017,59,0.7458376418049124
Star Trek II: The Wrath of Khan (1982),3.7661290322580645,62,0.701597778071638
Star Trek: First Contact (1996),3.879120879120879,91,0.7524612139996756
Star Trek: Generations (1994),3.3935185185185186,108,0.5338666406674071
Star Wars: Episode I - The Phantom Menace (1999),3.107142857142857,140,0.40495424116113776
Star Wars: Episode II - Attack of the Clones (2002),3.157608695652174,92,0.4276715080688094
Star Wars: Episode III - Revenge of the Sith (2005),3.4294871794871793,78,0.5500579830818557
Star Wars: Episode IV - A New Hope (1977),4.231075697211155,251,0.9108941614780328
Star Wars: Episode V - The Empire Strikes Back (1980),4.2156398104265405,211,0.90394567572211
Star Wars: Episode VI - Return of the Jedi (1983),4.137755102040816,196,0.868885766669018
Stargate (1994),3.375,140,0.5255305039787799
Starship Troopers (1997),3.33125,80,0.5058363810518982
"Sting, The (1973)",3.9765625,64,0.7963246942234012
Superbad (2007),3.8636363636363638,55,0.7454908379673271
Superman (1978),3.6065573770491803,61,0.6297663770812443
Taxi Driver (1976),4.105769230769231,104,0.8544872825376806
Terminator 2: Judgment Day (1991),3.970982142857143,224,0.7938126887480337
"Terminator, The (1984)",3.8969465648854964,131,0.7604854710672033
The Devil's Advocate (1997),3.411764705882353,51,0.5420801871106131
The Hunger Games (2012),3.435185185185185,54,0.5526229482168179
There's Something About Mary (1998),3.676190476190476,105,0.6611118128359508
This Is Spinal Tap (1984),4.015151515151516,66,0.8136955926924581
"Three Musketeers, The (1993)",3.262295081967213,61,0.4747962294598811
Titanic (1997),3.414285714285714,140,0.5432150225253674
To Kill a Mockingbird (1962),4.120689655172414,58,0.8612037321906525
Tombstone (1993),3.8153846153846156,65,0.7237702468471701
Top Gun (1986),3.3012048192771086,83,0.4923115014515098
Total Recall (1990),3.653409090909091,88,0.6508567407862078
Toy Story (1995),3.9209302325581397,215,0.7712817521959463
Toy Story 2 (1999),3.8608247422680413,97,0.744225182725005
Toy Story 3 (2010),4.109090909090909,55,0.8559825406220392
Traffic (2000),3.9,70,0.7618599791013585
Training Day (2001),3.7941176470588234,51,0.7141968916816788
Trainspotting (1996),4.03921568627451,102,0.824528112560567
True Lies (1994),3.497191011235955,178,0.5805349564551425
True Romance (1993),3.8,65,0.7168448409827719
"Truman Show, The (1998)",3.812,125,0.7222466575570023
"Truth About Cats & Dogs, The (1996)",3.3879310344827585,58,0.5313514270113555
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3.983050847457627,177,0.7992454327930658
Twister (1996),3.321138211382114,123,0.5012845454392973
Unbreakable (2000),3.4794520547945207,73,0.5725497407122349
"Untouchables, The (1987)",3.9384615384615387,65,0.7791734937623533
Up (2009),4.004761904761905,105,0.8090186952255918
"Usual Suspects, The (1995)",4.237745098039215,204,0.9138964014724662
V for Vendetta (2006),3.885,100,0.7551077083835704
Vertigo (1958),4.025,60,0.8181289017495916
WALL·E (2008),4.0576923076923075,104,0.8328453892114369
Wallace & Gromit: The Wrong Trousers (1993),4.035714285714286,56,0.822951952262297
War of the Worlds (2005),3.144230769230769,52,0.42164941601281125
Waterworld (1995),2.9130434782608696,115,0.31758013767009263
Wayne's World (1992),3.4754098360655736,61,0.5707301303683441
Wedding Crashers (2005),3.5086206896551726,58,0.5856800419820636
"Wedding Singer, The (1998)",3.419642857142857,56,0.5456265477817202
What Women Want (2000),3.138888888888889,54,0.4192447611987842
What's Eating Gilbert Grape (1993),3.7662337662337664,77,0.7016449242154572
When Harry Met Sally... (1989),3.8588235294117648,85,0.7433243339937052
While You Were Sleeping (1995),3.4693877551020407,98,0.5680192823049965
Who Framed Roger Rabbit? (1988),3.5721649484536084,97,0.6142845778466113
Wild Wild West (1999),2.207547169811321,53,0.0
Willy Wonka & the Chocolate Factory (1971),3.8739495798319328,119,0.7501333464822308
"Wizard of Oz, The (1939)",3.880434782608696,92,0.7530526694694613
"Wolf of Wall Street, The (2013)",3.9166666666666665,54,0.7693625021211228
X-Men (2000),3.699248120300752,133,0.6714912431790836
